DeltaEnergyBat: 499683650725.3379 [Ws] / 138801.01409037164
timeFCCanIncrease: 4521.4081 [s]
Time, dt, Distance, P_el_dem, P_FC_raw, P_FC, P_Bat_T, P_Bat_loss, P_FC_corr, delta_Power_corr, P_REESS_int, SoC, CanChangeFCPower, FCPowerFinal
766.65,0.50, 15736.97, -426570.19, 115523.68, 115523.68,-311046.51, 7622.44, 123146.11, -303424.07, -318668.94, 1.53, True, 12233.31
767.15,0.50, 15748.64, -422374.76, 115523.68, 115523.68,-306851.08, 7413.17, 122936.85, -299437.91, -314264.26, 1.50, True, 12196.94
767.65,0.50, 15760.31, -418775.95, 115523.68, 115523.68,-303252.28, 7236.11, 122759.78, -296016.17, -310488.38, 1.47, True, 12165.87
768.15,0.50, 15771.97, -416365.15, 115523.68, 115523.68,-300841.47, 7118.75, 122642.42, -293722.73, -307960.22, 1.43, True, 12145.03
768.65,0.50, 15783.64, -415312.25, 115523.68, 115523.68,-299788.57, 7067.81, 122591.48, -292720.76, -306856.37, 1.40, True, 12135.73
769.15,0.50, 15795.31, -416615.01, 115523.68, 115523.68,-301091.34, 7130.86, 122654.54, -293960.47, -308222.20, 1.36, True, 12146.35
769.65,0.50, 15806.97, -419099.87, 115523.68, 115523.68,-303576.19, 7251.95, 122775.63, -296324.24, -310828.15, 1.33, True, 12167.00
770.15,0.50, 15818.64, -422971.43, 115523.68, 115523.68,-307447.75, 7442.75, 122966.43, -300005.00, -314890.50, 1.29, True, 12199.57
770.65,0.50, 15830.31, -426759.52, 115523.68, 115523.68,-311235.84, 7631.95, 123155.63, -303603.89, -318867.79, 1.26, True, 12231.61
771.15,0.50, 15841.97, -429966.71, 115523.68, 115523.68,-314443.03, 7794.09, 123317.77, -306648.94, -322237.12, 1.22, True, 12258.82
771.65,0.50, 15853.64, -431718.34, 115523.68, 115523.68,-316194.66, 7883.40, 123407.08, -308311.26, -324078.06, 1.19, True, 12273.54
772.15,0.50, 15865.31, -432324.32, 115523.68, 115523.68,-316800.64, 7914.42, 123438.10, -308886.22, -324715.06, 1.15, True, 12278.36
772.65,0.50, 15876.97, -430818.12, 115523.68, 115523.68,-315294.44, 7837.43, 123361.11, -307457.01, -323131.87, 1.12, True, 12264.90
773.15,0.50, 15888.64, -428122.26, 115523.68, 115523.68,-312598.58, 7700.63, 123224.30, -304897.96, -320299.21, 1.08, True, 12241.23
773.65,0.50, 15900.31, -423464.57, 115523.68, 115523.68,-307940.89, 7467.24, 122990.92, -300473.65, -315408.13, 1.05, True, 12200.89
774.15,0.50, 15911.97, -419025.70, 115523.68, 115523.68,-303502.02, 7248.32, 122772.00, -296253.70, -310750.34, 1.01, True, 12162.71
774.65,0.50, 15923.64, -414943.99, 115523.68, 115523.68,-299420.31, 7050.03, 122573.71, -292370.28, -306470.34, 0.98, True, 12127.81
775.15,0.50, 15935.31, -413936.40, 115523.68, 115523.68,-298412.72, 7001.53, 122525.21, -291411.19, -305414.25, 0.94, True, 12118.93
775.65,0.50, 15946.97, -414429.23, 115523.68, 115523.68,-298905.56, 7025.23, 122548.91, -291880.32, -305930.79, 0.91, True, 12122.67
776.15,0.50, 15958.64, -416533.31, 115523.68, 115523.68,-301009.64, 7126.90, 122650.58, -293882.74, -308136.54, 0.87, True, 12140.00
776.65,0.50, 15970.31, -416680.36, 115523.68, 115523.68,-301156.68, 7134.03, 122657.71, -294022.65, -308290.71, 0.84, True, 12140.84
777.15,0.50, 15981.97, -412877.82, 115523.68, 115523.68,-297354.15, 6950.76, 122474.44, -290403.39, -304304.91, 0.81, True, 12108.44
777.65,0.50, 15993.64, -403326.94, 115523.68, 115523.68,-287803.26, 6501.43, 122025.10, -281301.83, -294304.69, 0.77, True, 12028.49
778.15,0.50, 16005.31, -389580.55, 115523.68, 115523.68,-274056.87, 5882.22, 121405.90, -268174.65, -279939.09, 0.74, True, 11915.63
778.65,0.50, 16016.97, -373050.82, 115523.68, 115523.68,-257527.15, 5180.35, 120704.03, -252346.79, -262707.50, 0.71, True, 11783.01
779.15,0.50, 16028.64, -356193.70, 115523.68, 115523.68,-240670.03, 4512.24, 120035.92, -236157.78, -245182.27, 0.69, True, 11650.95
779.65,0.50, 16040.31, -340194.69, 115523.68, 115523.68,-224671.01, 3922.30, 119445.98, -220748.70, -228593.31, 0.66, True, 11528.39
780.15,0.50, 16051.97, -325374.96, 115523.68, 115523.68,-209851.28, 3413.93, 118937.61, -206437.36, -213265.21, 0.64, True, 11417.11
780.65,0.50, 16063.64, -312134.21, 115523.68, 115523.68,-196610.53, 2990.47, 118514.15, -193620.06, -199601.01, 0.62, True, 11319.39
781.15,0.50, 16075.31, -299759.88, 115523.68, 115523.68,-184236.21, 2620.79, 118144.47, -181615.41, -186857.00, 0.60, True, 11229.45
781.65,0.50, 16086.97, -287494.87, 115523.68, 115523.68,-171971.19, 2279.09, 117802.77, -169692.10, -174250.28, 0.58, True, 11141.55
782.15,0.50, 16098.64, -275141.34, 115523.68, 115523.68,-159617.66, 1959.63, 117483.31, -157658.02, -161577.29, 0.56, True, 11054.21
782.65,0.50, 16110.31, -262969.80, 115523.68, 115523.68,-147446.12, 1669.01, 117192.68, -145777.12, -149115.13, 0.54, True, 10969.24
783.15,0.50, 16121.97, -251054.71, 115523.68, 115523.68,-135531.03, 1407.56, 116931.23, -134123.47, -136938.58, 0.53, True, 10887.03
783.65,0.50, 16133.64, -238878.29, 115523.68, 115523.68,-123354.61, 1163.81, 116687.49, -122190.80, -124518.42, 0.51, True, 10803.96
784.15,0.50, 16145.31, -226731.03, 115523.68, 115523.68,-111207.36, 944.11, 116467.79, -110263.24, -112151.47, 0.50, True, 10721.96
784.65,0.50, 16156.97, -213607.39, 115523.68, 115523.68,-98083.71, 732.95, 116256.63, -97350.76, -98816.66, 0.49, True, 10634.27
785.15,0.50, 16168.64, -200528.71, 115523.68, 115523.68,-85005.03, 549.41, 116073.09, -84455.62, -85554.44, 0.48, True, 10547.72
785.65,0.50, 16180.31, -189481.65, 115523.68, 115523.68,-73957.97, 415.19, 115938.87, -73542.78, -74373.16, 0.47, True, 10475.20
786.15,0.50, 16191.97, -180678.77, 115523.68, 115523.68,-65155.09, 321.80, 115845.48, -64833.29, -65476.89, 0.46, True, 10417.75
786.65,0.50, 16203.64, -174082.55, 115523.68, 115523.68,-58558.88, 259.68, 115783.36, -58299.19, -58818.56, 0.46, True, 10374.87
787.15,0.50, 16215.31, -171236.61, 115523.68, 115523.68,-55712.93, 234.95, 115758.63, -55477.98, -55947.88, 0.45, True, 10356.38
787.65,0.50, 16226.97, -171236.61, 115523.68, 115523.68,-55712.93, 234.95, 115758.63, -55477.98, -55947.88, 0.45, True, 10356.31
788.15,0.50, 16238.64, -171236.61, 115523.68, 115523.68,-55712.93, 234.95, 115758.63, -55477.98, -55947.88, 0.44, True, 10356.24
788.65,0.50, 16250.31, -171236.61, 115523.68, 115523.68,-55712.93, 234.95, 115758.63, -55477.98, -55947.88, 0.43, True, 10356.17
789.15,0.50, 16261.97, -146653.24, 115523.68, 115523.68,-31129.56, 73.08, 115596.76, -31056.49, -31202.64, 0.43, True, 10198.13
789.65,0.50, 16273.64, -137677.41, 115523.68, 115523.68,-22153.73, 36.96, 115560.64, -22116.77, -22190.69, 0.43, True, 10140.79
790.15,0.50, 16285.31, -136197.45, 115523.68, 115523.68,-20673.77, 32.18, 115555.86, -20641.59, -20705.95, 0.43, True, 10131.33
790.65,0.50, 16296.97, -132143.54, 115523.68, 115523.68,-16619.86, 20.79, 115544.46, -16599.07, -16640.64, 0.42, True, 10105.51
791.15,0.50, 16308.64, -125645.02, 115523.68, 115523.68,-10121.34, 7.70, 115531.38, -10113.64, -10129.04, 0.42, True, 10064.19
791.65,0.50, 16320.31, -113623.03, 115523.68, 115523.68,1900.65, 0.27, 115523.95, 1900.92, 1900.38, 0.42, True, 9987.96
792.15,0.50, 16331.97, -97267.72, 115523.68, 115523.68,18255.95, 24.95, 115548.63, 18280.90, 18231.01, 0.42, True, 9884.55
792.65,0.50, 16343.64, -77476.82, 115523.68, 115523.68,38046.85, 108.04, 115631.72, 38154.89, 37938.82, 0.43, True, 9759.65
793.15,0.50, 16355.31, -55909.76, 115523.68, 115523.68,59613.92, 264.39, 115788.07, 59878.31, 59349.53, 0.44, True, 9623.54
793.65,0.50, 16366.97, -34131.44, 115523.68, 115523.68,81392.23, 491.27, 116014.95, 81883.51, 80900.96, 0.44, True, 9485.77
794.15,0.50, 16378.64, -14604.63, 115523.68, 115523.68,100919.05, 753.10, 116276.78, 101672.15, 100165.94, 0.46, True, 9361.71
794.65,0.50, 16390.31, -963.27, 115523.68, 115523.68,114560.41, 968.52, 116492.20, 115528.93, 113591.89, 0.47, True, 9274.65
795.15,0.50, 16401.97, 7332.72, 115523.68, 115523.68,122856.39, 1112.52, 116636.20, 123968.92, 121743.87, 0.48, True, 9221.55
795.65,0.50, 16413.64, 11178.92, 115523.68, 115523.68,126702.60, 1182.61, 116706.28, 127885.20, 125519.99, 0.50, True, 9196.97
796.15,0.50, 16425.31, 11150.72, 115523.68, 115523.68,126674.40, 1182.08, 116705.76, 127856.49, 125492.32, 0.51, True, 9197.31
796.65,0.50, 16436.97, 6409.70, 115523.68, 115523.68,121933.38, 1096.02, 116619.69, 123029.40, 120837.37, 0.52, True, 9227.96
797.15,0.50, 16448.64, 413.91, 115523.68, 115523.68,115937.59, 991.75, 116515.42, 116929.34, 114945.84, 0.54, True, 9266.57
797.65,0.50, 16460.31, -8639.80, 115523.68, 115523.68,106883.88, 844.02, 116367.70, 107727.90, 106039.86, 0.55, True, 9324.59
798.15,0.50, 16471.97, -18398.56, 115523.68, 115523.68,97125.12, 697.93, 116221.61, 97823.05, 96427.19, 0.56, True, 9386.89
798.65,0.50, 16483.64, -30418.48, 115523.68, 115523.68,85105.19, 536.82, 116060.50, 85642.01, 84568.37, 0.57, True, 9463.30
799.15,0.50, 16495.31, -40058.47, 115523.68, 115523.68,75465.20, 422.70, 115946.37, 75887.90, 75042.51, 0.58, True, 9524.41
799.65,0.50, 16506.97, -47817.38, 115523.68, 115523.68,67706.30, 340.64, 115864.31, 68046.94, 67365.67, 0.58, True, 9573.50
800.15,0.50, 16518.64, -52297.75, 115523.68, 115523.68,63225.93, 297.24, 115820.92, 63523.17, 62928.68, 0.59, True, 9601.85
800.65,0.50, 16530.31, -55380.10, 115523.68, 115523.68,60143.57, 269.09, 115792.77, 60412.66, 59874.48, 0.60, True, 9621.35
801.15,0.50, 16541.97, -56803.32, 115523.68, 115523.68,58720.36, 256.56, 115780.24, 58976.92, 58463.80, 0.60, True, 9630.39
801.65,0.50, 16553.64, -58613.70, 115523.68, 115523.68,56909.98, 241.05, 115764.73, 57151.03, 56668.93, 0.61, True, 9641.87
802.15,0.50, 16565.31, -61039.93, 115523.68, 115523.68,54483.75, 221.01, 115744.69, 54704.76, 54262.73, 0.62, True, 9657.21
802.65,0.50, 16576.97, -66742.22, 115523.68, 115523.68,48781.46, 177.32, 115701.00, 48958.78, 48604.14, 0.62, True, 9693.14
803.15,0.50, 16588.64, -74384.05, 115523.68, 115523.68,41139.63, 126.26, 115649.94, 41265.89, 41013.37, 0.62, True, 9741.24
803.65,0.50, 16600.31, -85028.06, 115523.68, 115523.68,30495.62, 69.49, 115593.17, 30565.10, 30426.13, 0.63, True, 9808.17
804.15,0.50, 16611.97, -95852.77, 115523.68, 115523.68,19670.91, 28.96, 115552.64, 19699.86, 19641.95, 0.63, True, 9876.22
804.65,0.50, 16623.64, -106641.29, 115523.68, 115523.68,8882.39, 5.91, 115529.59, 8888.31, 8876.48, 0.63, True, 9944.08
805.15,0.50, 16635.31, -115243.50, 115523.68, 115523.68,280.17, 0.01, 115523.68, 280.18, 280.17, 0.63, True, 9998.24
805.65,0.50, 16646.97, -122673.63, 115523.68, 115523.68,-7149.95, 3.84, 115527.52, -7146.11, -7153.79, 0.63, True, 10045.06
806.15,0.50, 16658.64, -129235.97, 115523.68, 115523.68,-13712.30, 14.14, 115537.82, -13698.15, -13726.44, 0.63, True, 10086.47
806.65,0.50, 16670.31, -136120.81, 115523.68, 115523.68,-20597.13, 31.94, 115555.62, -20565.19, -20629.08, 0.63, True, 10129.98
807.15,0.50, 16681.97, -143932.46, 115523.68, 115523.68,-28408.79, 60.84, 115584.52, -28347.95, -28469.63, 0.62, True, 10179.43
807.65,0.50, 16693.64, -152656.56, 115523.68, 115523.68,-37132.89, 104.08, 115627.76, -37028.81, -37236.97, 0.62, True, 10234.80
808.15,0.50, 16705.31, -161711.79, 115523.68, 115523.68,-46188.11, 161.25, 115684.93, -46026.86, -46349.37, 0.61, True, 10292.45
808.65,0.50, 16716.97, -169745.87, 115523.68, 115523.68,-54222.19, 222.50, 115746.18, -53999.69, -54444.69, 0.61, True, 10343.76
809.15,0.50, 16728.64, -176167.89, 115523.68, 115523.68,-60644.21, 278.60, 115802.27, -60365.61, -60922.80, 0.60, True, 10384.89
809.65,0.50, 16740.31, -178545.17, 115523.68, 115523.68,-63021.49, 300.97, 115824.65, -62720.51, -63322.46, 0.59, True, 10400.09
